original_index,rental_period_del,floor_del,not_lane_del,neighborhood,complex_name,city,district,address,district_del,city_del,rent,bedrooms,living-dining,bathrooms,loft,descript,sqmeters,entire_building,use_type,use_type_en,building_type,public_housing,detatched_lanehouse,attached_lanehouse,villa,type_not_listed,amenities,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven
3086,长租,*/5层,5层,,,上海市,徐汇区,淮海中路1412弄25号,徐汇,上海,11800,2,1,1,0,"['目前格局1房2厅1卫', '一房朝北', '厅南北通带阳台', '精装修', '房东可以根据租客要求可以改2房1厅1卫', '两房朝北', '朝北卧室带阳台', '厅朝南', '要求租客爱干净', '有空调', '最长可租2年', '看房需要提前一天预约']",50,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
4235,长租,*/5层,5层,老法租界,上海新村,上海市,徐汇区,淮海中路1491号,徐汇,上海,7000,1,2,1,0,"['地址', '淮海中路1491号301室', '面积', '42平', '户型', '一室', '设备', '全配', '租金', '报价7000', '付全佣', '仅住家', '联系方式', '陈女士']",42,0,住宅,residential,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
1967,长租,*/5层,5层,老法租界,吴兴路与淮海中路交叉口,上海市,徐汇区,淮海中路1753号,徐汇,上海,22500,3,2,1,0,"['以前的老干部公寓', '小区整洁干净', '离10号线上海图书馆站步行5分钟', '南北通透', '光线特别好', '全新豪华装修', '装饰壁炉', '中央空调', '地暖', '户外阳台', '双开门大冰箱', '烤箱', '烘干洗衣机', '软装全配']",120,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '户外空间',  '空调', '独卫', '阳台', 'WIFI']",1,1,1,1,1,0,1,1
672,长租,*/5层,5层,老法租界,,上海市,徐汇区,淮海中路1759号,徐汇,上海,16000,2,2,2,0,"['佣金100', '淮海中路1759号3楼', '二房二厅一卫', '90平', '露台8平', '全新涉外装修带墙暖', '步行至地铁7号线仅仅5分钟', '周边生活设施齐全', '报价18k', '11月30日空出']",70,0,住宅,residential,新式里弄,0,0,1,0,0,"['暖气', '空调', '独卫', '阳台']",1,1,1,0,0,0,0,0
1412,长租,*/5层,5层,老法租界,,上海市,徐汇区,淮海中路1761号,徐汇,上海,23800,2,2,1,0,"['地址', '淮海中路1761号502室', '从吴兴路12弄进出', '房型', '2房2厅1卫', '大阳台', '衣帽间面积', '120平配置', '烤箱', '洗碗机', '洗烘一体机', '地暖价格', '23800元', '月']",120,0,住宅,residential,老公房,1,0,0,0,0,"['户外空间', '浴缸', '暖气', '空调', '独卫', '阳台']",1,1,1,0,1,1,1,1
335,长租,*/5层,5层,老法租界,,上海市,徐汇区,淮海中路1893号,徐汇,上海,13500,1,2,1,0,['随时可以看房'],80,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '户外空间', '空调', '独卫', '阳台']",1,1,1,0,1,0,0,0
4027,长租,*/5层,5层,其他,,上海市,黄浦区,淮海中路611号,黄浦,上海,8000,3,1,1,0,"['黄金地段', '新装修']",58,0,住宅,residential,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
4549,长租,*/5层,5层,老法租界,武康路新里,上海市,徐汇区,湖南路100弄,徐汇,上海,15000,1,1,1,0,"['湖南路100弄近武康路', '小区环境非常好', '不沿街', '离马路30米', '底层边套', '全明户型', '卧室北', '客厅朝南开放式厨房', '卫生朝北', '涉外装修', '看房提前短信确认', '房子租掉会下架的不要电话确认', '麻烦登记时候备注一下']",60,0,住宅,residential,老公房,1,0,0,0,0,"['暖气',  '空调']",1,1,0,0,0,0,0,0
3315,长租,*/5层,5层,老法租界,书香门第,上海市,徐汇区,湖南路4弄1号,徐汇,上海,18000,2,2,1,0,"['湖南路4弄1号404', '靠近永福路', '2房1厅1卫', '面积90平', '环境幽静', '交通方便', '全屋暖气', '报价18000元', '全佣', '欢迎各位中介推荐带看']",90,0,住宅,residential,老公房,1,0,0,0,0,['浴缸'],0,0,0,0,0,1,0,0
238,长租,*/5层,5层,人民广场,,上海市,黄浦区,滇池路119号,黄浦,上海,5500,1,1,1,0,"['看房随时', '特价出租不还价']",40,0,住宅,residential,老公房,1,0,0,0,0,"['独卫', '空调']",0,1,0,0,0,0,0,0
119,长租,*/5层,5层,人民广场,,上海市,黄浦区,滇池路119号,黄浦,上海,6000,2,1,1,0,"['滇池路119号464A室', '4月20号空出', '看房提前一天约']",45,0,住宅,residential,老公房,1,0,0,0,0,"['独卫', '空调']",0,1,0,0,0,0,0,0
32,长租,*/5层,5层,人民广场,滇池路120号,上海市,黄浦区,滇池路120号,黄浦,上海,15000,2,2,1,0,"['地址', '滇池路120号302室', '房型', '2房2厅1厨1卫', '1房加1书房', '客厅挑高4', '2米', '配置', '智能化家居', '全屋墙暖', '中央空调', '遥控窗帘', 'SIEMENS电器', '全屋实木地板与家具', '目前上海市人民政府1994年2月15日颁发为', '历史建筑', '既是文物又是保护建筑', '珍藏老上海传世到永恒']",75,0,住宅,residential,老公房,1,0,0,0,0,"['户外空间',  '空调']",0,1,0,0,1,0,0,0
25,长租,*/5层,5层,打浦桥,,上海市,黄浦区,炎虹路76弄13号,黄浦,上海,9500,2,2,1,0,"['打浦桥地铁', '公房5楼', '60平', '2房2厅1卫', '待租', '中介帮推']",60,0,住宅,residential,老公房,1,0,0,0,0,"['空调',  ]",0,1,0,0,0,0,0,0
49,长租,*/5层,5层,打浦桥,,上海市,黄浦区,炎虹路76弄13号,黄浦,上海,10500,2,2,1,0,"['近打浦桥地铁站', '近田子坊', '瑞金医院', '思南路']",60,0,住宅,residential,老公房,1,0,0,0,0,"['暖气',  '空调',   'WIFI',  ]",1,1,0,1,0,0,0,0
2398,长租,*/5层,5层,中山公园,新风小区,上海市,长宁区,玉屏南路725号,长宁,上海,3800,2,1,1,0,"['玉屏南路725号306室', '2房1厅1卫', '原价6000', '现价3800', '月', '可短租1', '150天', '全新装修', '开放式厨房', '首次出租', '看房随时']",58,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '独卫', '阳台',  '空调']",1,1,1,0,0,0,0,0
878,长租,*/5层,5层,其他,,上海市,黄浦区,瑞金二路130号,黄浦,上海,12800,1,1,1,0,"['近田子坊商圈', '地铁9号线', '全明户型', '中空', '全屋地暖', '精装']",50,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,"['暖气', '空调', '独卫']",1,1,0,0,0,0,1,0
4390,长租,*/5层,5层,新华路,四明体育弄,上海市,长宁区,番禺路160弄,长宁,上海,6800,1,1,1,0,"['房子是精装修的', '黄金楼层', '近地铁', '靠近华山绿地', '烫金地段', '现实图片', '不需要加工图片', '看房方便', '等待有缘人']",42,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
225,长租,*/5层,5层,新华路,,上海市,长宁区,番禺路180弄,长宁,上海,8500,2,1,1,0,"['番禹路180弄', '精装1房出租', '地址', '长宁区番禹路180弄', '靠近交通大学地铁站', '10', '11号线', '面积', '50平户型', '2室户', '可以改成1房1厅1卫价格', '8500元每月看房提前预约3月底到期', '4月空出', '可做推荐']",50,0,住宅,residential,老公房,1,0,0,0,0,"['阳台', '独卫']",0,0,1,0,0,0,0,0
3178,长租,*/5层,5层,新华路,太子公寓,上海市,长宁区,番禺路180弄4号,长宁,上海,6000,2,0,1,0,"['番禺路180弄4号502室出租', '二房双南', '一般性装修', '看房随时', '租金报价6千', '面积', '50平米', '可以住员工4', '6人', '8月15日空出看房']",50,0,住宅,residential,老洋房,0,1,0,0,0,,0,0,0,0,0,0,0,0
1541,长租,*/5层,5层,新华路,外贸公房,上海市,长宁区,番禺路290弄14号,长宁,上海,13800,2,2,2,0,"['全屋地暖', '50万奢装', '别具一格的建筑设计', '借鉴日本知名建筑师设计理念', '以天井为中心呈现多维度的生活场景', '客厅', '书房', '厨房都能看到天井中的四季更替', '自流平地面', '几何造型的天窗', '艺术砖墙', '黑胡桃木墙面', '超大正方形浴缸', '造型独特的灯具', '国际名牌家电', '处处体现居住者不同凡响的品味', '朝南', '两房两厅两卫', '书房可做卧室', '采光无遮挡', '带烘干洗衣机', '嵌入式烤箱', '距离哥伦比亚公园', '孙科别墅200米', '对面就是幸福里', '书店', '咖啡店', '图书馆', '健身房', '电影院近在咫尺', '距离10', '11号线上海交通大学站500米', '让你在上海法租界感受真正有品味的生活']",85,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '浴缸', '户外空间', '空调', '独卫', '阳台']",1,1,1,0,1,1,1,1
631,长租,*/5层,5层,中山公园,又一村,上海市,长宁区,番禺路293弄,长宁,上海,11000,2,1,1,0,['看房基本随时'],70,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
3443,长租,*/5层,5层,新华路,,上海市,长宁区,番禺路305弄3号,长宁,上海,10000,1,2,1,0,"['上海影城旁', '门口威尔士健身', '猫屎咖啡', '涉外装修花园25平']",66,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,"['浴缸', '户外空间']",0,0,0,0,1,1,0,0
3910,长租,*/5层,5层,其他,汇景天地,上海市,黄浦区,瞿溪路968弄,黄浦,上海,15000,1,2,1,0,"['本人转租', '带打扫', '包网络']",90,0,住宅,residential,,0,0,0,0,1,['空调'],0,1,0,0,0,0,0,0
2791,长租,*/5层,5层,人民广场,上海市青莲阁大楼,上海市,黄浦区,福州路531号,黄浦,上海,6300,1,1,1,0,"['人民广场南京东路步行街商圈地址', '福州路531号510室房型', '1房1厅1卫面积', '40平价格', '6300元', '月看房联系', '王先生现外籍租客11月3号到期', '看房需提前半天预约']",40,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
311,长租,*/5层,5层,人民广场,,上海市,黄浦区,福州路614弄4号,黄浦,上海,6800,1,1,1,0,,45,0,住宅,residential,老公房,1,0,0,0,0,"['独卫', '空调']",0,1,0,0,0,0,0,0
3951,长租,*/5层,5层,老法租界,绍兴路洋房,上海市,徐汇区,绍兴路19号,徐汇,上海,10500,3,1,1,0,"['新装修', '采光好', '看房随时']",90,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
3379,长租,*/5层,5层,老法租界,大木桥路小区,上海市,徐汇区,肇嘉浜路193弄9号,徐汇,上海,8500,1,1,1,0,"['租客转租', '提前约', '一楼', '带天井']",55,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
3460,长租,*/5层,5层,肇嘉浜路,平江小区,上海市,徐汇区,肇嘉浜路669弄5号,徐汇,上海,9200,1,2,1,0,"['小区环境好', '紧邻地铁7号线9号线2分钟左右', '小区还可以停车']",50,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
863,长租,*/5层,5层,肇嘉浜路,张家浜小区,上海市,徐汇区,肇嘉浜路853弄55支弄1-26号,徐汇,上海,6900,1,1,1,0,"['房源目前空关', '看房提前电话联系']",45,0,住宅,residential,老公房,1,0,0,0,0,"['阳台', '空调', '独卫']",0,1,1,0,0,0,0,0
801,长租,*/5层,5层,静安寺,瑞芝邨,上海市,静安区,胶州路208弄5号,静安,上海,6000,1,0,1,0,"['一室户', '位于胶州路新闸步行5分钟可至L2L7静安寺地铁站', '地理位优越', '小区安静', '密码锁', '看房随时', '看房加微信约', '微信']",40,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
3420,长租,*/5层,5层,静安寺,,上海市,静安区,胶州路565弄,静安,上海,15000,2,1,1,0,"['房屋位于胶州路和昌平路', '地铁7号线昌平路地铁站走路3分钟', '周边生活方便', '到静安寺及静安嘉里中心走路15分钟', '1', '1房', '53平米', '带一个10平米的院子', '全屋地暖']",63,0,住宅,residential,老公房,1,0,0,0,0,['暖气'],1,0,0,0,0,0,1,0
1226,长租,*/5层,5层,花木,花木苑,上海市,浦东区,花木路500弄121号,浦东,上海,12000,2,1,1,0,"['花木苑一楼带大院子', '全屋地暖']",95,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '户外空间', '空调', '独卫', 'WIFI']",1,1,0,1,1,0,1,0
2867,长租,*/5层,5层,人民广场,茂名坊,上海市,黄浦区,茂名南路169弄13号,黄浦,上海,16000,3,2,1,0,"['环境优美', '视线极好', '全明', '淮海中路环贸商圈', '地铁1', '10', '12', '号线', '深受中外高层管理人员青睐']",110,0,住宅,residential,新式里弄,0,0,1,0,0,"['暖气', '浴缸',  '空调', '独卫', '阳台', 'WIFI']",1,1,1,1,0,1,0,0
3652,长租,*/5层,5层,张江,万科翡翠公园,上海市,浦东区,荣科路500弄500号,浦东,上海,9000,3,2,2,1,"['万科翡翠公园5期', '去年6月底交房', '距离今年开通的13号线哥白尼路地铁站100米', '精装全配', '适合全家三口或者年轻夫妻居住', '2层loft', '一层1间卧室及一个卫生间', '二层2间卧室', '也可以将其中一间作为书房', '视野开阔', '距离中环金科路上下口100米', '对面为建平实验初中部', '交通生活非常方便', '房子精装现房', '安静', '干净', '如果刚刚毕业的大学生3个好朋友共同租用也很方便', '有厨房', '可以自己烹调', '物业配备专职管家', '物业的任何事情只要和管家沟通都可以解决', '楼层分开更好地保证私密性', '该房产位于川和路荣科路', '属于万科五期', '配备地下车库', '本房总建筑面积100平米', '位于5层', '总楼层数是5楼', '朝东']",95,0,住宅/工作室,multi-use,,0,0,0,0,1,,0,0,0,0,0,0,0,0
1050,长租,*/5层,5层,其他,,上海市,静安区,虬江路888弄11号,静安,上海,6000,1,1,1,0,['看房随时'],50,0,住宅/工作室,multi-use,老公房,1,0,0,0,0,"['WIFI', '独卫', '空调']",0,1,0,1,0,0,0,0
3559,长租,*/5层,5层,中山公园,中星雅苑,上海市,长宁区,虹古路433弄7号,长宁,上海,16500,4,2,2,1,"['别墅性价比高复式带大花园', '图片真实', '随时看房']",200,0,住宅/工作室,multi-use,别墅,0,0,0,0,0,"['浴缸', '户外空间']",0,0,0,0,1,1,0,0
4324,长租,*/5层,5层,老法租界,虹二小区,上海市,徐汇区,虹桥路693弄,徐汇,上海,8200,2,0,1,0,['随时起租'],48,0,住宅,residential,老公房,1,0,0,0,0,"['浴缸', '户外空间']",0,0,0,0,1,1,0,0
2696,长租,*/5层,5层,徐家汇,宏悦商务楼,上海市,徐汇区,虹桥路772弄2号,徐汇,上海,17000,1,2,2,1,"['base', 'LIVING', '房源位置', '虹桥路772弄2号楼靠近凯旋路', '5分钟步行可至3', '4', '10号线虹桥路站', '房源信息', '1房2厅1', '5卫100平', '复式5米挑高后现代工业风', '周边配套齐全', '楼顶公共大露台', '房源配置', '家具全配', '品牌家电', '开放式厨房带烤箱洗碗机', '北欧极简风格挑高带墙暖', '服务内容', '一周一次打扫', '每周一次换布草', '免费卫星电视无线宽带墙暖', '租金价格', '17', '000', '价格可谈', '长租短租', '一个月净佣金', '10', '个佣', '11月有效']",100,0,住宅/工作室,multi-use,,0,0,0,0,1,"['暖气', '户外空间',   '空调', '独卫', '阳台', 'WIFI']",1,1,1,1,1,0,0,1
1733,长租,*/5层,5层,老法租界,衡山路696弄小区,上海市,徐汇区,衡山路696弄1号,徐汇,上海,10000,1,1,1,0,"['衡山路地铁站步行5分钟', '看房加微信']",50,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
4397,长租,*/5层,5层,老法租界,,上海市,徐汇区,襄阳南路176弄,徐汇,上海,8800,1,1,1,0,"['小区位于襄阳南路176弄', '靠近复兴中路', '全屋实木护墙板', '地暖', '中央空调', '出门1', '10', '12号线陕西南路', '楼下200米就是环茂', '巴黎春天等购物中心', '还有徐汇医院', '交通便利', '购物方便']",37,0,住宅,residential,老洋房,0,1,0,0,0,"['暖气',  '空调']",1,1,0,0,0,0,1,0
4428,长租,*/5层,5层,老法租界,,上海市,徐汇区,襄阳南路254号,徐汇,上海,22000,2,2,1,0,"['襄阳南路254号52室', '房间窗多', '三面临空', '采光很棒', '五楼有电梯', '六楼有150平的公共露台', '离ipam三分钟', '143平方', '2房2厅1卫', '22000元']",143,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
3839,长租,*/5层,5层,老法租界,建西小区,上海市,徐汇区,襄阳南路452弄,徐汇,上海,7600,1,1,1,0,"['有户外', '可以民宿', '性价比极高']",50,0,住宅,residential,老公房,1,0,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
2629,长租,*/5层,5层,老法租界,,上海市,徐汇区,襄阳南路452弄131号,徐汇,上海,5200,1,0,1,0,"['可短租', '佣金当场支付', '手机号同微信']",26,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
5,长租,*/5层,5层,老法租界,,上海市,徐汇区,襄阳南路452弄149号,徐汇,上海,8500,2,1,1,0,"['公房一楼南北两房一厅', '智能马桶', '烘干机', '阳光房8500元', '月', '附近地铁线1', '9', '10', '12', '交通方面', '菜市场', '医院', '紧邻附近']",45,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫', 'WIFI']",0,1,0,1,0,0,0,0
4060,长租,*/5层,5层,,延中社区,上海市,黄浦区,进贤路191号,黄浦,上海,6000,1,1,1,0,"['租客转租', '看房直接打上面电话', '不要打电话确认房子', '租掉会下架的']",45,0,住宅,residential,新式里弄,0,0,1,0,0,['户外空间'],0,0,0,0,1,0,0,0
4019,长租,*/5层,5层,天山,天山三村,上海市,长宁区,遵义路780弄,长宁,上海,7600,2,1,1,0,"['双南两房', '包物业', '包发票', '包宽带']",65,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
4431,长租,*/5层,5层,人民广场,均乐小区,上海市,黄浦区,重庆北路126号,黄浦,上海,6000,1,1,1,0,"['我的房子', '距离', '人民广场', '新天地', '非常近', '拎包入住']",50,0,住宅,residential,新式里弄,0,0,1,0,0,,0,0,0,0,0,0,0,0
1271,长租,*/5层,5层,人民广场,,上海市,黄浦区,重庆北路155号,黄浦,上海,5800,1,1,1,0,"['重庆北路155号后门3楼宿舍', '钥匙在门口']",35,0,住宅,residential,老公房,1,0,0,0,0,['独卫'],0,0,0,0,0,0,0,0
1520,长租,*/5层,5层,镇宁路,,上海市,长宁区,镇宁路545弄48号,长宁,上海,9500,2,2,1,0,"['房子是公房的三楼', '最好楼层', '客厅南北通', '主卧朝南', '次卧朝北房子内家具家电齐全', '实用面积较大', '大业主直租', '可办居住证房子步行静安寺地铁站5', '8分钟', '步行江苏路地铁站5', '8分钟左右', '小区好停车', '需要自行找物业协商', '之前200元一个月', '上租客']",120,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
1869,长租,*/5层,5层,老法租界,,上海市,徐汇区,长乐路1121弄2号,徐汇,上海,11800,1,1,1,0,"['长乐路1121弄2号403室', '1房1厅1卫', '60平', '元', '月', '现租客5月5号到期', '看房提前预约', 'BoBo']",60,0,住宅,residential,老洋房,0,1,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
674,长租,*/5层,5层,老法租界,,上海市,徐汇区,长乐路169弄69号,徐汇,上海,8500,1,1,1,0,"['长乐路169弄', '卢湾', '淮海中路', '小区地处卢湾淮海中路长乐路169弄', '距离地铁10号线支线', '地铁10号线', '地铁1号线陕西南路站约792米', '交通非常便利', '报价8500', '看房提前一天约', '1', '30到期']",40,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
3062,长租,*/5层,5层,衡山路,逸樂轩,上海市,徐汇区,长乐路447号,徐汇,上海,15000,2,2,1,0,"['全新装修', '两室两厅一卫', '单独淋浴间', '马桶间', '洗衣间', '全进口装修', '皮沙发家具']",8,0,住宅,residential,老公房,1,0,0,0,0,[''],0,0,0,0,0,0,0,0
960,长租,*/5层,5层,曹家渡,长华公寓,上海市,静安区,长宁路209弄,静安,上海,8200,1,1,1,0,"['小马出品', '长华公寓', '静安区长宁路209弄13号4楼', '房源信息', '一室一厅一卫', '45平', '步行至2', '11号线江苏路地铁站', '装修情况', '精装修', '烤箱', '空调', '电视机等豪华涉外配置']",45,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫', 'WIFI']",0,1,0,1,0,0,0,1
3530,长租,*/5层,5层,豫园,金南新苑,上海市,黄浦区,陆家浜路413弄5号,黄浦,上海,2700,1,1,1,0,"['高端品质小区', '环境优美', '精装修', '配置齐全可拎包入住', '交通便捷', '非常适合高端有品味的上班族居住']",20,0,住宅,residential,,0,0,0,0,1,['户外空间'],0,0,0,0,1,0,0,0
4513,长租,*/5层,5层,老法租界,嘉善老市H楼,上海市,徐汇区,陕西南路550弄,徐汇,上海,7500,1,1,1,0,"['采光好', '全新装修', '靠近绍兴路路口']",50,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
2204,长租,*/5层,5层,老法租界,嘉善老市,上海市,徐汇区,陕西南路550弄37号,徐汇,上海,28000,2,2,2,0,"['靠近地铁嘉善路站', '带户外露台']",150,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '空调', '独卫',  '阳台']",1,1,1,0,0,0,0,0
2142,长租,*/5层,5层,淮海中路,,上海市,黄浦区,陕西南路83弄12号,黄浦,上海,10000,1,2,1,0,['离陕西南路地铁站步行5分钟就到'],55,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫']",0,1,0,0,0,0,0,0
673,长租,*/5层,5层,老法租界,陕西南路83弄,上海市,徐汇区,陕西南路83弄2楼,徐汇,上海,23000,2,2,2,0,"['物业坐落在陕西南路83弄11号2楼靠近淮海中路', '带15平米露台', '全屋地暖', '博世家电', '离地铁1号线', '10号线陕西南路站3分钟', '环贸3分钟距离', '面积110平', '报价', '两房两厅两卫', '10月8日到期', '看房联系电话王小姐']",110,0,住宅,residential,老公房,1,0,0,0,0,"['浴缸', '暖气', '户外空间', '空调', '独卫']",1,1,0,0,1,1,1,0
4078,长租,*/5层,5层,徐家汇,西木,上海市,徐汇区,零陵路289弄,徐汇,上海,7000,2,0,1,0,"['装修精致', '地段好', '靠近大木桥路地铁站', '出行方便', '生活超级便利', '面积50', '平']",50,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
816,长租,*/5层,5层,斜土路,,上海市,徐汇区,零陵路57号,徐汇,上海,8000,2,1,1,0,"['精装全配', '东安路地铁站300米', '临近星游城', '龙华绿地']",50,0,住宅,residential,老公房,1,0,0,0,0,"['空调', '独卫', '阳台']",0,1,1,0,0,0,0,0
1261,长租,*/5层,5层,老法租界,零陵小区,上海市,徐汇区,零陵路667弄,徐汇,上海,6800,1,1,1,0,"['成熟小区', '万体馆旁边', '出小区门就是上海体育场4号线地铁站', '全新精装修', '首次出租', '现在是一房一厅', '可以改成两房卧室', '看房随时', '有钥匙', '打电话', '康先生']",50,0,住宅,residential,老公房,1,0,0,0,0,,0,0,0,0,0,0,0,0
329,长租,*/5层,5层,新天地,振华里,上海市,黄浦区,马当路301弄21号,黄浦,上海,11900,1,1,1,0,"['新天地新里精装大一房', '租金11900元', '月', '新天地地铁口零距离', '10', '13号线', '振华里小区南北2房', '作为1房1厅用', '提前预约可看房', '位置', '马当路301弄21号203室', '房型', '1房1厅1卫1厨1阳台', '60平', '描述', '小区位于新天地中心', '复兴中路马当路路口', '10', '13号线新天地站门口', '复兴中路对面是新天地时尚', '马当路对面是SOHO复兴广场', '生活极为便利', '并且是上海品相最好的新式里弄之一', '内部十分整洁', '是黄浦区文明示范小区', '房屋内部为现代简约设计', '高品质装修', '欧洲进口地板', '滚筒带烘干洗衣机', '进口冰箱', '优质物业管理', '车位', 'SOHO复兴广场内地下车库', '车位充足', '价格', '11900', '月', '2年起租', '佣金', '100', '看房方式', '提前预约随时可看']",60,0,住宅,residential,新式里弄,0,0,1,0,0,"['空调', '独卫', '阳台', 'WIFI']",0,1,1,1,0,0,0,0
792,长租,*/5层,5层,衡山路,百安小区,上海市,徐汇区,高安路100弄，2号,徐汇,上海,4300,1,1,1,0,"['海派文化意境', '肇嘉浜路地铁站旁', '交通方便', '闹中取静', '只短租三个月']",50,0,住宅,residential,老洋房,0,1,0,0,0,"['暖气', '户外空间', '空调', '独卫']",1,1,0,0,1,0,0,0
4148,长租,*/5层,5层,老法租界,百安小区,上海市,徐汇区,高安路100弄4号,徐汇,上海,7200,1,1,1,0,"['付35佣金', '租客转租', '10月1号后可以看房', '高安路100弄9号303室', '1', '1', '1面积66平方米价格超低只要7200元看房联系']",55,0,住宅,residential,老公房,1,0,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
2499,长租,*/5层,5层,老法租界,百安小区,上海市,徐汇区,高安路100弄4号,徐汇,上海,11000,1,2,1,0,"['小区环境优雅', '随时可以看房']",75,0,住宅,residential,老公房,1,0,0,0,0,"['户外空间',  '空调', '独卫', '阳台']",0,1,1,0,1,0,0,0
889,长租,*/5层,5层,老法租界,百安小区,上海市,徐汇区,高安路100弄5号,徐汇,上海,18000,2,2,2,0,"['高安路100弄5号3楼2房2厅2卫', '100平方', '涉外装修', '烤箱', '墙暖', '博世烘干洗衣机及博世冰箱', '卫星电视', '无线宽带', '底价18000元', '月']",110,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '浴缸', '户外空间', '空调', '阳台']",1,1,1,0,1,1,0,1
2543,长租,*/5层,5层,老法租界,百安小区,上海市,徐汇区,高安路100弄5号,徐汇,上海,23000,2,2,2,0,"['2房2厅2卫', '100平方', '全新装修', '烤箱', '墙暖', '博世烘干洗衣机及博世冰箱', '卫星电视', '无线宽带']",100,0,住宅,residential,新式里弄,0,0,1,0,0,"['暖气', '独卫', '浴缸',  '空调']",1,1,0,0,0,1,0,1
782,长租,*/5层,5层,老法租界,百安小区,上海市,徐汇区,高安路100弄9号,徐汇,上海,12900,1,2,1,0,"['出租', '高安路100弄9号102室房型', '1', '2', '1带20平花园配置', '全屋地暖', '客厅中央空调', '烤箱价格', '12900', '月起租', '住家', '办公均可', '看房随时']",70,0,住宅/工作室,multi-use,老洋房,0,1,0,0,0,"['暖气', '户外空间', '空调', '独卫']",1,1,0,0,1,0,1,1
4306,长租,*/5层,5层,老法租界,百安小区,上海市,徐汇区,高安路102号,徐汇,上海,10000,1,2,1,1,"['高安路近肇嘉浜路', '一房二厅经典loft', '交通方便', '地铁', '号线步行5分钟', '看房方便']",60,0,住宅,residential,老洋房,0,1,0,0,0,['户外空间'],0,0,0,0,1,0,0,0
2386,长租,*/5层,5层,老法租界,华康大楼,上海市,徐汇区,高安路18弄5号,徐汇,上海,6000,1,1,1,0,"['随时看房', '衡山路地铁站零距离', '价格可以小刀']",30,0,住宅,residential,老洋房,0,1,0,0,0,['独卫'],0,0,0,0,0,0,0,0
1428,长租,*/5层,5层,老法租界,高安园,上海市,徐汇区,高安路2弄1号,徐汇,上海,26000,3,2,2,0,"['高安路靠近淮海中路', '步行3分钟到10号线上海图书馆', '10分钟到衡山路1号线', '全新涉外装修', '全屋地暖', '科勒厨卫', '厨房可看到窗外绿化', '小区绿化景观极佳', '独立书房', '开放式出房', '2', '1房2卫', '欢迎中介朋友随时带看', '价格看中可议']",110,0,住宅,residential,老公房,1,0,0,0,0,"['暖气', '浴缸',  '空调', '独卫']",1,1,0,0,0,1,1,0
